Prase,Pitch,Duration
964,50,0.5
964,52,0.5
964,53,1.0
964,48,1.0
964,41,1.0
964,47,1.0
964,48,0.5
964,50,0.5
964,52,1.0
964,45,1.0
964,50,0.5
964,48,0.5
964,47,0.5
964,45,0.25
964,43,0.25
964,50,1.0
964,43,1.0
964,48,1.0
964,47,1.0
964,43,1.0
964,48,1.0
964,50,0.5
964,52,0.5
964,53,1.0
964,48,1.0
964,41,1.0
964,47,1.0
964,48,0.5
964,50,0.5
964,52,1.0
964,45,1.0
964,50,0.5
964,48,0.5
964,47,0.5
964,45,0.25
964,43,0.25
964,50,1.0
964,43,1.0
964,48,1.0
964,45,1.0
964,47,0.5
964,48,0.5
964,50,1.0
964,55,1.0
964,52,0.5
964,48,0.5
964,50,1.0
964,43,1.0
964,48,1.0
964,52,1.0
964,48,1.0
964,53,0.5
964,55,0.5
964,57,1.0
964,49,1.0
964,50,1.0
964,45,1.0
964,48,1.0
964,43,1.0
964,45,0.5
964,47,0.5
964,48,1.0
