Prase,Pitch,Duration
27,71,1.0
27,72,0.5
27,70,0.5
27,69,0.5
27,71,0.5
27,72,1.0
27,71,1.0
27,72,0.5
27,74,0.5
27,76,0.5
27,72,0.5
27,67,1.0
27,67,3.0
27,67,0.5
27,69,0.5
27,71,1.0
27,69,0.5
27,71,0.5
27,72,0.5
27,74,0.5
27,76,1.0
27,74,0.5
27,72,0.5
27,71,0.5
27,69,0.5
27,67,1.0
27,67,2.0
27,66,1.0
27,67,1.0
27,67,1.0
27,64,1.0
27,69,1.0
27,71,1.0
27,72,0.5
27,74,0.5
27,76,1.0
27,69,1.0
27,69,0.5
27,71,0.5
27,72,0.5
27,71,0.5
27,69,0.5
27,71,0.5
27,72,1.0
27,67,1.0
27,67,3.0
27,71,1.0
27,72,1.0
27,67,1.5
27,65,0.25
27,64,0.25
27,65,1.0
27,64,3.0
